"","word","happiness_rank","happiness_average","happiness_standard_deviation","twitter_rank","google_rank","nyt_rank","lyrics_rank","isFunction"
"7781","jst",7781,4.86,0.8332,3915,NA,NA,NA,0
"7782","knock",7782,4.86,0.9478,2741,NA,NA,899,0
"7784","mah",7784,4.86,0.926,2756,NA,NA,NA,0
"7785","mask",7785,4.86,1.2456,4894,NA,NA,2364,0
"7786","mehr",7786,4.86,1.1068,4602,NA,NA,2103,0
"7787","mijn",7787,4.86,0.9037,4660,NA,NA,1286,0
"7788","missy",7788,4.86,1.552,NA,NA,NA,2020,0
"7789","nadie",7789,4.86,1.2456,NA,NA,NA,2197,0
"7790","nonetheless",7790,4.86,1.0104,NA,NA,4416,NA,0
"7791","nu",7791,4.86,0.8809,2074,NA,NA,1507,0
"7792","og",7792,4.86,1.1782,4484,NA,NA,1603,0
"7797","recuerdo",7797,4.86,1.1068,NA,NA,NA,4723,0
"7798","ridin",7798,4.86,1.3554,NA,NA,NA,2761,0
"7799","sensitive",7799,4.86,1.4144,NA,2686,3542,NA,0
"7800","seo",7800,4.86,1.125,2366,NA,NA,NA,0
"7801","shapiro",7801,4.86,1.0304,NA,NA,4029,NA,0
"7802","sm",7802,4.86,0.7287,3405,NA,NA,NA,0
"7803","smoked",7803,4.86,1.9589,NA,NA,NA,3183,0
"7804","sooooo",7804,4.86,1.05,2256,NA,NA,NA,0
"7805","sr",7805,4.86,1.1954,NA,NA,3730,NA,0
"7806","staring",7806,4.86,1.2779,3419,NA,NA,1412,0
"7807","tellin",7807,4.86,1.3095,4762,NA,NA,2325,0
"7808","tempted",7808,4.86,1.7263,4979,NA,NA,NA,0
"7809","tract",7809,4.86,1.2456,NA,3698,NA,NA,0
"7810","voor",7810,4.86,0.5349,2395,NA,NA,1206,0
"7811","vor",7811,4.86,1.0692,NA,NA,NA,3419,0
"7812","vt",7812,4.86,1.5909,NA,NA,3440,NA,0
"7815","wie",7815,4.86,1.3704,2574,NA,NA,995,0
"7816","ze",7816,4.86,1.3403,NA,NA,NA,1220,0
"7817","toch",7817,4.86,1.1694,NA,NA,NA,3326,0
"7818","askin",7818,4.86,1.2416,NA,NA,NA,4057,0
"7819","cinta",7819,4.86,1.3693,NA,NA,NA,4754,0
"7820","eminem",7820,4.86,1.9685,NA,NA,NA,2062,0
"7821","geld",7821,4.86,1.5943,NA,NA,NA,4660,0
"7822","ibid",7822,4.86,1.3693,NA,1879,NA,NA,0
"7824","kane",7824,4.86,1.1547,NA,NA,NA,4221,0
"7825","labour",7825,4.86,1.8708,NA,1143,NA,NA,0
"7826","pienso",7826,4.86,1.0801,NA,NA,NA,4932,0
"7827","soc",7827,4.86,1.307,NA,4592,NA,NA,0
"7828","miedo",7828,4.85,1.2026,NA,NA,NA,3308,0
"7829","tienes",7829,4.85,1.1297,NA,NA,NA,3124,0
"7830","explicit",7830,4.85,1.6013,NA,4199,NA,NA,0
"7831","@taylorswift13",7831,4.84,1.8775,NA,NA,NA,NA,0
"7832","abt",7832,4.84,0.9765,1739,NA,NA,NA,0
"7833","administration",7833,4.84,1.5696,NA,874,392,NA,0
"7836","awhile",7836,4.84,0.9553,3124,NA,NA,2073,0
"7838","b7",7838,4.84,1.0568,NA,NA,NA,NA,0
"7839","capitalist",7839,4.84,2.3418,NA,4694,NA,NA,0
"7840","crawl",7840,4.84,1.5954,NA,NA,NA,1423,0
"7841","d1",7841,4.84,1.2349,NA,NA,NA,NA,0
"7842","dam",7842,4.84,1.2349,2878,NA,NA,3527,0
"7843","dats",7843,4.84,1.2513,2621,NA,NA,NA,0
"7844","decades",7844,4.84,1.3756,NA,3387,1741,NA,0
"7845","dem",7845,4.84,1.2014,1453,NA,NA,539,0
"7846","desde",7846,4.84,0.6809,4546,NA,NA,3461,0
"7850","filed",7850,4.84,1.1314,3677,NA,1264,NA,0
"7851","friedman",7851,4.84,1.4619,NA,NA,3042,NA,0
"7852","hab",7852,4.84,0.9337,4658,NA,NA,3020,0
"7853","harris",7853,4.84,0.8889,NA,NA,1973,NA,0
"7854","hm",7854,4.84,1.2014,3120,NA,NA,NA,0
"7855","hows",7855,4.84,1.1843,3891,NA,NA,NA,0
"7857","investigating",7857,4.84,1.1669,NA,NA,3672,NA,0
"7858","invisible",7858,4.84,1.7066,NA,NA,NA,2995,0
"7859","jd",7859,4.84,0.7918,3460,NA,NA,4675,0
"7860","ka",7860,4.84,0.8657,3049,NA,NA,2577,0
"7861","ke",7861,4.84,0.9971,2041,NA,NA,4019,0
"7862","keine",7862,4.84,1.1132,NA,NA,NA,3607,0
"7864","maintenance",7864,4.84,1.5954,NA,2314,2797,NA,0
"7865","mar",7865,4.84,1.2349,4151,NA,NA,2395,0
"7866","mining",7866,4.84,1.5434,NA,3553,NA,NA,0
"7867","mn",7867,4.84,0.7656,4309,NA,NA,NA,0
"7868","nao",7868,4.84,1.3149,2995,NA,NA,NA,0
"7869","need",7869,4.84,1.4337,83,258,324,79,0
"7871","o_o",7871,4.84,1.1493,NA,NA,NA,NA,0
"7872","oh",7872,4.84,1.0759,114,1405,4045,46,0
"7873","proc",7873,4.84,1.0174,NA,4771,NA,NA,0
"7874","rates",7874,4.84,1.1493,3067,1105,896,NA,0
"7875","reagan",7875,4.84,1.5301,NA,NA,1549,NA,0
"7876","sanders",7876,4.84,1.2993,NA,NA,4767,NA,0
"7877","secret",7877,4.84,1.6081,1026,1668,1994,855,0
"7878","setup",7878,4.84,1.4049,4881,NA,NA,NA,0
"7879","sharp",7879,4.84,1.6946,4866,2369,2587,2653,0
"7880","sih",7880,4.84,0.7103,4391,NA,NA,NA,0
"7881","sta",7881,4.84,1.0759,NA,NA,NA,4118,0
"7883","temp",7883,4.84,1.4194,3407,NA,NA,NA,0
"7884","tooth",7884,4.84,1.4194,4182,NA,NA,3797,0
"7885","vc",7885,4.84,0.8657,2294,NA,NA,NA,0
"7886","vernon",7886,4.84,1.2349,NA,NA,3252,NA,0
"7888","duele",7888,4.84,1.0324,NA,NA,NA,4369,0
"7889","horns",7889,4.84,1.9295,NA,NA,NA,4472,0
"7890","inevitably",7890,4.84,1.5322,NA,4750,NA,NA,0
"7891","jeg",7891,4.84,1.1609,NA,NA,NA,2579,0
"7892","kneel",7892,4.84,1.3896,NA,NA,NA,3805,0
"7893","partial",7893,4.84,1.3593,NA,2662,NA,NA,0
"7894","puedes",7894,4.84,1.264,NA,NA,NA,4084,0
"7895","throwin",7895,4.84,1.5988,NA,NA,NA,4433,0
"7896","zeg",7896,4.84,1.0675,NA,NA,NA,4478,0
"7897","geen",7897,4.83,1.4923,NA,NA,NA,2126,0
"7898","louder",7898,4.83,1.5483,NA,NA,NA,2828,0
"7899","tutto",7899,4.83,1.0785,NA,NA,NA,3416,0
"7900","tout",7900,4.83,1.1096,NA,NA,NA,2087,0
"7901","temptation",7901,4.83,1.9115,NA,NA,NA,2524,0
"7902","#omgfacts",7902,4.82,1.6866,NA,NA,NA,NA,0
"7903","@stephenfry",7903,4.82,1.4241,NA,NA,NA,NA,0
"7904","@tweetmeme",7904,4.82,1.746,NA,NA,NA,NA,0
"7905","acho",7905,4.82,0.7197,4450,NA,NA,NA,0
"7906","addenda",7906,4.82,1.2403,NA,NA,672,NA,0
"7907","administration's",7907,4.82,1.5077,NA,NA,NA,NA,0
"7908","altered",7908,4.82,1.3506,NA,3715,NA,NA,0
"7909","ang",7909,4.82,0.8734,3903,NA,NA,2568,0
"7910","att",7910,4.82,1.1008,2973,NA,NA,NA,0
"7911","ayer",7911,4.82,1.1192,NA,NA,NA,4081,0
"7912","b/c",7912,4.82,1.32,NA,NA,NA,NA,0
"7913","b2",7913,4.82,1.1008,NA,NA,NA,NA,0
"7914","beard",7914,4.82,1.2887,NA,NA,NA,NA,0
"7915","cane",7915,4.82,1.7922,NA,NA,NA,4248,0
"7916","cases",7916,4.82,0.919,4590,329,756,NA,0
"7917","causing",7917,4.82,1.1899,NA,3590,NA,NA,0
"7918","che",7918,4.82,1.0821,NA,NA,NA,562,0
"7919","col",7919,4.82,0.9833,NA,4919,4987,NA,0
"7920","cum",7920,4.82,2.0572,3247,NA,2594,2002,0
"7922","deh",7922,4.82,0.9409,2827,NA,NA,3608,0
"7923","demi",7923,4.82,0.8734,2316,NA,NA,NA,0
"7924","doch",7924,4.82,0.8003,4509,NA,NA,1411,0
"7925","duties",7925,4.82,1.6866,NA,1824,4885,NA,0
"7926","eso",7926,4.82,1.0821,2938,NA,NA,2284,0
"7927","examination",7927,4.82,1.5211,NA,1430,NA,NA,0
"7928","exposure",7928,4.82,1.5211,NA,2545,4938,NA,0
"7929","finna",7929,4.82,1.0821,3323,NA,NA,NA,0
"7930","flipped",7930,4.82,1.3354,NA,NA,NA,4914,0
"7931","gm",7931,4.82,1.0821,3671,NA,4082,NA,0
"7933","hid",7933,4.82,1.1192,NA,NA,NA,3885,0
"7934","hoje",7934,4.82,1.0039,2527,NA,NA,NA,0
"7935","hood",7935,4.82,1.2887,2380,NA,NA,836,0
"7936","impact",7936,4.82,1.32,3549,1478,1584,NA,0
"7937","israeli",7937,4.82,1.746,NA,NA,1352,NA,0
"7938","lagi",7938,4.82,0.919,2944,NA,NA,NA,0
"7940","mideast",7940,4.82,1.5609,NA,NA,4187,NA,0
"7941","municipal",7941,4.82,0.9833,NA,3788,2475,NA,0
"7948","pst",7948,4.82,1.4097,4830,NA,NA,NA,0
"7949","quando",7949,4.82,0.9624,4279,NA,NA,2403,0
"7950","ralph",7950,4.82,1.4384,NA,NA,2491,NA,0
"7951","repeated",7951,4.82,1.1726,NA,1956,2915,NA,0
"7952","rushing",7952,4.82,1.4665,NA,NA,NA,3838,0
"7953","sellin",7953,4.82,1.4525,NA,NA,NA,4080,0
"7954","sich",7954,4.82,0.9409,2600,NA,NA,2084,0
"7955","smell",7955,4.82,1.5477,1308,4968,NA,1042,0
"7956","ticking",7956,4.82,1.5868,NA,NA,NA,4442,0
"7958","udah",7958,4.82,0.6908,3461,NA,NA,NA,0
"7959","vegan",7959,4.82,1.7106,4700,NA,NA,NA,0
"7960","wah",7960,4.82,1.8035,4609,NA,NA,3248,0
"7961","warum",7961,4.82,1.3354,NA,NA,NA,4955,0
"7962","witness",7962,4.82,1.3656,NA,2764,3177,1858,0
"7963","wut",7963,4.82,1.1373,3825,NA,NA,NA,0
"7964","assumptions",7964,4.82,1.7192,NA,3644,NA,NA,0
"7965","dawg",7965,4.82,1.603,NA,NA,NA,2849,0
"7966","dro",7966,4.82,1.2857,NA,NA,NA,4392,0
"7967","gaan",7967,4.82,1.4815,NA,NA,NA,2564,0
"7968","nerve",7968,4.82,1.4815,NA,2211,NA,2548,0
"7969","scheme",7969,4.82,1.6668,NA,1961,NA,3774,0
"7970","sus",7970,4.82,0.9932,NA,NA,NA,2771,0
"7971","vas",7971,4.82,1.1845,NA,NA,NA,2140,0
"7972","vein",7972,4.82,1.5367,NA,4779,NA,4426,0
"7973","werden",7973,4.82,1.3177,NA,NA,NA,4840,0
"7974","otro",7974,4.81,0.891,NA,NA,NA,3174,0
"7976","detection",7976,4.81,1.2792,NA,4386,NA,NA,0
"7977","@jonathanrknight",7977,4.8,1.2778,NA,NA,NA,NA,0
"7978","advisory",7978,4.8,1.1952,NA,NA,1370,NA,0
"7979","ak",7979,4.8,0.9689,NA,NA,NA,4806,0
"7980","ao",7980,4.8,0.8571,3318,NA,NA,NA,0
"7981","apa",7981,4.8,0.7825,2782,NA,NA,NA,0
"7982","asap",7982,4.8,1.5386,2397,NA,NA,NA,0
"7983","bankers",7983,4.8,1.8626,NA,NA,3917,NA,0
"7984","bij",7984,4.8,0.8806,4571,NA,NA,2049,0
"7985","bosnia",7985,4.8,1.7023,NA,NA,2868,NA,0
"7986","c1",7986,4.8,0.833,NA,NA,NA,NA,0
"7987","cock",7987,4.8,2,4494,NA,NA,1894,0
"7988","det",7988,4.8,0.8806,3138,NA,NA,2009,0
"7989","dey",7989,4.8,0.7559,2270,NA,NA,4192,0
"7991","eds",7991,4.8,1.1066,NA,1834,NA,NA,0
"7994","eu",7994,4.8,1.069,688,NA,NA,1624,0
"7996","giuliani",7996,4.8,1.7957,NA,NA,1729,NA,0
"7998","it'd",7998,4.8,1.069,NA,NA,NA,NA,0
"7999","johns",7999,4.8,1.3851,NA,NA,4904,NA,0
"8000","judy",8000,4.8,1.069,NA,NA,2813,NA,0
"8001","kan",8001,4.8,1.1429,1967,NA,NA,1568,0
"8002","lautner",8002,4.8,1.2617,4462,NA,NA,NA,0
"8003","lejos",8003,4.8,1.1249,NA,NA,NA,3989,0
"8004","ltd",8004,4.8,1.1066,NA,3792,2842,NA,0
"8005","lugar",8005,4.8,1.3248,NA,NA,NA,3378,0
"8006","meetings",8006,4.8,1.5386,3064,2540,2461,NA,0
"8007","mein",8007,4.8,1.4142,4429,NA,NA,1706,0
"8008","mental",8008,4.8,1.8183,2626,1107,2766,2414,0
"8009","naar",8009,4.8,0.8081,2950,NA,NA,1891,0
"8010","nai",8010,4.8,1.3851,NA,NA,NA,4921,0
"8012","nerd",8012,4.8,1.8736,3556,NA,NA,NA,0
"8013","nom",8013,4.8,1.3702,2991,NA,NA,NA,0
"8014","olvidar",8014,4.8,1.178,NA,NA,NA,4141,0
"8015","one-time",8015,4.8,1.2122,NA,NA,NA,NA,0
"8016","orthodox",8016,4.8,1.3553,NA,NA,4941,NA,0
"8017","pataki",8017,4.8,1.2289,NA,NA,2547,NA,0
"8018","pe",8018,4.8,0.7559,4425,NA,NA,NA,0
"8019","proceedings",8019,4.8,1.3553,NA,2206,4908,NA,0
"8020","pussy",8020,4.8,2.665,2019,NA,NA,949,0
"8021","rehabilitation",8021,4.8,1.8626,NA,NA,4719,NA,0
"8022","rep",8022,4.8,1.5253,3418,NA,NA,3652,0
"8023","sachs",8023,4.8,1.3851,NA,NA,3581,NA,0
"8024","slightly",8024,4.8,0.8571,2551,1787,2079,NA,0
"8025","superintendent",8025,4.8,1.3093,NA,NA,4374,NA,0
"8026","sur",8026,4.8,1.178,3428,4851,NA,2341,0
"8027","versus",8027,4.8,1.2289,NA,3476,NA,NA,0
"8028","wats",8028,4.8,0.8571,1689,NA,NA,NA,0
"8031","what's",8031,4.8,0.8571,NA,3191,NA,NA,0
"8033","widespread",8033,4.8,1.1429,NA,3991,4303,NA,0
"8034","yrs",8034,4.8,1.1249,2060,NA,NA,NA,0
"8035","zonder",8035,4.8,1.2936,NA,NA,NA,3785,0
"8036","petition",8036,4.8,1.5778,NA,4568,NA,NA,0
"8037","gimmie",8037,4.8,1.5809,NA,NA,NA,4836,0
"8038","jamais",8038,4.8,1.4858,NA,NA,NA,4469,0
"8039","laat",8039,4.8,1.1177,NA,NA,NA,2545,0
"8040","manos",8040,4.8,1.2744,NA,NA,NA,4097,0
"8041","niets",8041,4.8,1.3537,NA,NA,NA,3697,0
"8042","passive",8042,4.8,1.7675,NA,4188,NA,NA,0
"8043","tous",8043,4.8,1.1722,NA,NA,NA,3806,0
"8044","mase",8044,4.79,1.1478,NA,NA,NA,4386,0
"8045","wij",8045,4.79,0.9444,NA,NA,NA,4598,0
"8046","#p2",8046,4.78,0.6788,NA,NA,NA,NA,0
"8047","1/2-bath",8047,4.78,1.1657,NA,NA,NA,NA,0
"8048","aja",8048,4.78,0.9538,2235,NA,NA,NA,0
"8049","asi",8049,4.78,1.0554,NA,NA,NA,2461,0
"8050","at;t",8050,4.78,1.0746,NA,NA,NA,NA,0
"8051","b1",8051,4.78,0.975,NA,NA,NA,NA,0
"8052","bc",8052,4.78,0.8154,1639,3174,NA,NA,0
"8053","belly",8053,4.78,1.4609,3162,NA,NA,2500,0
"8054","blizzard",8054,4.78,2.0926,NA,NA,NA,NA,0
"8056","conditions",8056,4.78,1.4748,4116,394,2001,NA,0
"8057","confess",8057,4.78,1.5687,NA,NA,NA,2302,0
"8058","dann",8058,4.78,1.1657,4103,NA,NA,2114,0
"8059","des",8059,4.78,1.2982,2364,1234,NA,1121,0
"8060","dha",8060,4.78,1.1657,4739,NA,NA,NA,0
"8061","difference",8061,4.78,1.183,1821,703,1965,1587,0
"8064","essa",8064,4.78,0.8873,3660,NA,NA,NA,0
"8065","exit",8065,4.78,1.5687,4491,NA,4648,4068,0
"8066","fate",8066,4.78,1.2664,NA,2645,3861,964,0
"8068","funk",8068,4.78,1.6199,NA,NA,NA,1553,0
"8069","gat",8069,4.78,1.4609,NA,NA,NA,2237,0
"8070","gimme",8070,4.78,1.2824,4681,NA,NA,771,0
"8071","gli",8071,4.78,0.975,NA,NA,NA,3883,0
"8072","israel",8072,4.78,1.7296,3516,2062,668,NA,0
"8073","je",8073,4.78,1.0554,1311,NA,NA,290,0
"8074","juss",8074,4.78,0.6788,3551,NA,NA,NA,0
"8075","kein",8075,4.78,0.9957,NA,NA,NA,3257,0
"8076","llorar",8076,4.78,1.4327,NA,NA,NA,3669,0
"8077","meds",8077,4.78,1.3746,3592,NA,NA,NA,0
"8078","military",8078,4.78,1.753,3213,597,448,NA,0
"8079","mud",8079,4.78,1.7761,NA,NA,NA,2689,0
"8080","nasdaq",8080,4.78,1.5022,NA,NA,2978,NA,0
"8081","nos",8081,4.78,0.9322,2869,NA,NA,1272,0
"8082","nur",8082,4.78,1.0359,3241,NA,NA,1446,0
"8083","ohh",8083,4.78,1.3445,2059,NA,NA,1049,0
"8084","pena",8084,4.78,1.3138,NA,NA,NA,4895,0
"8086","reserved",8086,4.78,1.4039,NA,3631,NA,NA,0
"8087","reversed",8087,4.78,1.4327,NA,NA,3463,NA,0
"8088","sigo",8088,4.78,0.9322,NA,NA,NA,4878,0
"8089","sooo",8089,4.78,1.5022,770,NA,NA,NA,0
"8090","stakes",8090,4.78,0.9538,NA,NA,4581,NA,0
"8091","suddenly",8091,4.78,1.3138,2799,1429,2129,1353,0
"8093","throwing",8093,4.78,1.2337,2810,NA,4927,2880,0
"8094","tht",8094,4.78,0.8154,1390,NA,NA,NA,0
"8096","wallace",8096,4.78,1.3445,NA,NA,3988,NA,0
"8098","wieder",8098,4.78,0.975,3391,NA,NA,2967,0
"8099","witnesses",8099,4.78,1.4609,NA,4542,3208,NA,0
"8100","wud",8100,4.78,1.2501,3248,NA,NA,NA,0
"8101","tijd",8101,4.78,1.4757,NA,NA,NA,4200,0
"8102","unseen",8102,4.78,1.2122,NA,NA,NA,4605,0
"8103","@aplusk",8103,4.76,1.1168,NA,NA,NA,NA,0
"8104","@ddlovato",8104,4.76,1.1877,NA,NA,NA,NA,0
"8105","ahl",8105,4.76,1.0412,NA,NA,4868,NA,0
"8106","aside",8106,4.76,0.9161,4765,2436,2611,2117,0
"8107","bak",8107,4.76,0.8935,3624,NA,NA,NA,0
"8108","board",8108,4.76,1.5194,845,728,187,2936,0
"8109","buat",8109,4.76,0.8935,3920,NA,NA,NA,0
"8110","chilling",8110,4.76,2.1812,3060,NA,NA,NA,0
"8111","cnt",8111,4.76,0.7709,3329,NA,NA,NA,0
"8112","coz",8112,4.76,1.0412,2725,NA,NA,1906,0
"8113","dat",8113,4.76,1.2048,514,NA,NA,543,0
"8114","departure",8114,4.76,1.5194,NA,3595,3971,NA,0
"8115","dolor",8115,4.76,1.9226,NA,NA,NA,2714,0
"8116","economics",8116,4.76,1.4223,NA,2712,2344,NA,0
"8119","essay",8119,4.76,1.6606,3170,3096,2662,NA,0
"8120","gas",8120,4.76,1.6483,1461,1211,1194,1690,0
"8121","gd",8121,4.76,0.8221,4395,NA,NA,NA,0
"8122","governors",8122,4.76,1.546,NA,NA,3005,NA,0
"8123","kobe",8123,4.76,1.7907,3650,NA,NA,NA,0
"8124","lately",8124,4.76,1.6107,1752,NA,NA,1585,0
"8126","management",8126,4.76,1.4365,1965,603,692,NA,0
"8128","officials",8128,4.76,1.3637,4198,1999,180,NA,0
"8130","oughta",8130,4.76,1.2867,NA,NA,NA,2877,0
"8131","pieces",8131,4.76,1.2707,2874,1890,1869,1147,0
"8132","pig",8132,4.76,2.105,2465,NA,NA,3171,0
"8133","por",8133,4.76,1.0214,447,NA,NA,473,0
"8134","pulled",8134,4.76,1.1528,2410,2935,2904,1331,0
"8135","quand",8135,4.76,1.2867,NA,NA,NA,2562,0
"8136","re-election",8136,4.76,1.6971,NA,NA,NA,NA,0
"8137","repair",8137,4.76,1.8245,3818,3854,3663,NA,0
"8138","report",8138,4.76,1.3334,1066,507,242,NA,0
"8140","sans",8140,4.76,1.2048,NA,NA,NA,3228,0
"8142","sinai",8142,4.76,1.1528,NA,NA,3364,NA,0
"8143","somewhat",8143,4.76,1.3334,4733,1145,2939,NA,0
"8144","spent",8144,4.76,1.546,941,1426,967,1068,0
"8145","ta",8145,4.76,1.1704,1549,NA,NA,1092,0
"8146","targets",8146,4.76,1.4786,NA,NA,4934,NA,0
"8147","telerate",8147,4.76,1.2382,NA,NA,2852,NA,0
"8148","tem",8148,4.76,0.9161,1759,NA,NA,NA,0
"8151","took",8151,4.76,1.0214,363,304,412,333,0
"8152","trippin",8152,4.76,1.802,NA,NA,NA,2933,0
"8153","tuh",8153,4.76,1.1877,4381,NA,NA,NA,0
"8154","tupac",8154,4.76,1.7792,NA,NA,NA,4254,0
"8155","weer",8155,4.76,0.9161,4065,NA,NA,2510,0
"8156","weiss",8156,4.76,1.4078,NA,NA,3843,NA,0
"8157","wenn",8157,4.76,1.0012,3264,NA,NA,1471,0
"8158","whats",8158,4.76,0.9806,738,NA,NA,1499,0
"8159","wore",8159,4.76,1.3637,3684,3982,4970,2488,0
"8160","would've",8160,4.76,1.0012,NA,NA,NA,NA,0
"8161","woulda",8161,4.76,1.2382,4954,NA,NA,4079,0
"8162","xd",8162,4.76,1.135,424,NA,NA,NA,0
"8164","coulda",8164,4.76,1.3774,NA,NA,NA,3560,0
"8165","drift",8165,4.76,1.4795,NA,NA,NA,2363,0
"8166","goed",8166,4.76,1.011,NA,NA,NA,3714,0
"8167","ihr",8167,4.76,1.0514,NA,NA,NA,1920,0
"8168","niente",8168,4.76,1.5617,NA,NA,NA,4324,0
"8169","tek",8169,4.76,1.4073,NA,NA,NA,4417,0
"8170","sword",8170,4.75,1.8552,NA,3565,NA,2165,0
"8171","&c",8171,4.74,1.0314,NA,3602,NA,NA,0
"8172","'em",8172,4.74,0.9858,NA,NA,NA,NA,0
"8173","@adamlambert",8173,4.74,2.0385,NA,NA,NA,NA,0
"8174","admit",8174,4.74,1.2747,2198,2896,NA,1716,0
"8175","alley",8175,4.74,1.192,4398,NA,NA,2815,0
"8176","authority",8176,4.74,1.5884,NA,668,935,NA,0
"8177","b-includes",8177,4.74,1.1747,NA,NA,NA,NA,0
"8178","colo",8178,4.74,1.3524,NA,NA,4457,NA,0
"8179","corner",8179,4.74,1.3524,1372,2201,2192,807,0
"8180","dag",8180,4.74,1.3219,NA,NA,NA,2983,0
"8181","dah",8181,4.74,1.2423,3973,NA,NA,2415,0
"8182","dealers",8182,4.74,1.4957,NA,NA,3049,NA,0
"8183","depending",8183,4.74,1.5493,NA,2956,NA,NA,0
"8185","faz",8185,4.74,0.6642,4714,NA,NA,NA,0
"8186","fml",8186,4.74,1.2747,2222,NA,NA,NA,0
"8187","gona",8187,4.74,1.0844,4780,NA,NA,NA,0
"8189","heavily",8189,4.74,1.1214,NA,3489,3373,NA,0
"8190","hook",8190,4.74,1.1395,2879,NA,NA,835,0
"8191","imma",8191,4.74,1.1214,1131,NA,NA,3078,0
"8192","judgment",8192,4.74,1.8385,NA,1353,3443,NA,0
"8193","licht",8193,4.74,1.2747,NA,NA,NA,4249,0
"8194","load",8194,4.74,1.0654,2639,2067,NA,1778,0
"8196","mines",8196,4.74,1.5493,NA,4073,NA,4151,0
"8197","minha",8197,4.74,0.9858,2077,NA,NA,NA,0
"8198","muito",8198,4.74,0.9216,2425,NA,NA,NA,0
"8199","myspace",8199,4.74,1.8049,1442,NA,NA,NA,0
"8200","older",8200,4.74,1.7821,1983,1403,1781,1496,0
"8201","operate",8201,4.74,1.7001,NA,3035,3230,NA,0
"8202","otherwise",8202,4.74,0.8283,2432,1177,2320,NA,0
"8203","policy",8203,4.74,1.4401,3335,381,483,NA,0
"8204","pull",8204,4.74,1.1747,1651,3719,3403,553,0
"8205","quem",8205,4.74,1.2747,3362,NA,NA,NA,0
"8206","res",8206,4.74,1.0844,NA,4237,NA,NA,0
"8207","resist",8207,4.74,1.6011,4823,4304,NA,1866,0
"8208","saber",8208,4.74,1.6759,NA,NA,NA,3197,0
"8209","smaller",8209,4.74,1.482,4991,1474,2016,NA,0
"8210","smh",8210,4.74,0.7508,612,NA,NA,NA,0
"8212","trials",8212,4.74,1.7239,NA,3930,3826,NA,0
"8213","yu",8213,4.74,1.4682,826,NA,NA,4223,0
"8214","zijn",8214,4.74,0.6328,4618,NA,NA,1376,0
"8215","ci",8215,4.73,1.1863,NA,NA,NA,1993,0
"8216","cling",8216,4.73,1.4688,NA,NA,NA,3493,0
"8217","niemand",8217,4.73,1.1863,NA,NA,NA,3436,0
"8218","possessed",8218,4.73,1.9124,NA,2849,NA,NA,0
"8219","refrain",8219,4.73,1.6555,NA,NA,NA,2112,0
"8220","thangs",8220,4.73,1.5381,NA,NA,NA,2636,0
"8221","weg",8221,4.73,1.2209,NA,NA,NA,2264,0
"8222","bwoy",8222,4.73,1.5401,NA,NA,NA,4653,0
"8223","#tcot",8223,4.72,0.9697,NA,NA,NA,NA,0
"8224","'i",8224,4.72,1.1959,NA,NA,NA,NA,0
"8225","43d",8225,4.72,1.1613,NA,NA,NA,NA,0
"8226","@johncmayer",8226,4.72,1.4003,NA,NA,NA,NA,0
"8227","a3",8227,4.72,1.1256,NA,NA,NA,NA,0
"8228","alien",8228,4.72,1.6293,3183,NA,NA,4583,0
"8229","assume",8229,4.72,1.1787,4259,1742,4057,NA,0
"8230","bent",8230,4.72,1.5654,NA,3880,NA,1748,0
"8231","bestie",8231,4.72,1.5524,4598,NA,NA,NA,0
"8232","citing",8232,4.72,1.4434,NA,NA,4396,NA,0
"8233","claims",8233,4.72,1.4434,3368,1647,1833,NA,0
"8234","condition",8234,4.72,1.3407,4093,635,1644,4771,0
"8235","ct",8235,4.72,1.2784,4179,4724,1063,NA,0
"8237","dealer",8237,4.72,1.7961,NA,NA,4202,NA,0
"8238","depends",8238,4.72,0.8816,3000,1826,4587,4468,0
"8240","estas",8240,4.72,1.0309,NA,NA,NA,2306,0
"8241","fits",8241,4.72,1.7847,NA,NA,NA,3677,0
"8242","government's",8242,4.72,1.7266,NA,NA,NA,NA,0
"8243","guessing",8243,4.72,1.6293,4808,NA,NA,NA,0
"8244","huh",8244,4.72,1.3856,1214,NA,NA,605,0
"8245","loca",8245,4.72,1.5391,NA,NA,NA,3964,0
"8246","medical",8246,4.72,1.6041,2115,836,367,NA,0
"8247","meh",8247,4.72,1.1256,2814,NA,NA,NA,0
"8248","melhor",8248,4.72,1.3559,3755,NA,NA,NA,0
"8249","offset",8249,4.72,1.1959,NA,NA,4407,NA,0
"8250","period",8250,4.72,1.4291,2216,284,625,NA,0
"8251","pulmonary",8251,4.72,1.3856,NA,3903,NA,NA,0
"8252","redman",8252,4.72,1.4988,NA,NA,NA,4570,0
"8253","repeatedly",8253,4.72,0.9485,NA,4893,3522,NA,0
"8254","ses",8254,4.72,1.1959,NA,NA,NA,4949,0
"8255","sum1",8255,4.72,1.5391,NA,NA,NA,NA,0
"8256","surrounded",8256,4.72,1.5524,NA,3240,3963,3024,0
"8258","umm",8258,4.72,1.4988,2606,NA,NA,4894,0
"8260","vai",8260,4.72,0.8091,2017,NA,NA,3455,0
"8261","wake",8261,4.72,1.6542,725,NA,3715,486,0
"8262","wird",8262,4.72,1.1073,4817,NA,NA,2572,0
"8263","wk",8263,4.72,0.9267,4872,NA,NA,NA,0
"8267","induced",8267,4.71,1.6457,NA,2289,NA,NA,0
